"Codigo";"Descripcion";"Capacidad";"Grupo";"TS Estandar";
"001883";"LIJA ROJA OXIDO ALUMINIO RAPIFIX #  80";"001000";"0181";"503";
"001884";"LIJA ROJA OXIDO ALUMINIO RAPIFIX # 120";"001000";"0181";"503";
"001885";"LIJA ROJA OXIDO ALUMINIO RAPIFIX # 150";"001000";"0181";"503";
"001886";"LIJA ROJA OXIDO ALUMINIO RAPIFIX # 180";"001000";"0181";"503";
"001887";"PRESERVADOR MADERAS TERSUAVE CONCENTRADO X 1";"001001";"0902";"503";
"001888";"PRESERVADOR MADERAS TERSUAVE CONCENTRADO X 4";"004000";"0902";"503";
"001889";"IMPRIMACION EPOXI TERSUAVE X 4";"004000";"0153";"503";
"001890";"IMPRIMACION EPOXI TERSUAVE X20";"020000";"0153";"503";
"001891";"TONALBA LISTO 013 VAINILLA X 120";"000120";"0902";"503";
"001892";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX #  80";"001000";"0181";"503";
"001893";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 100";"001000";"0181";"503";
"001894";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 120";"001000";"0181";"503";
"001895";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 150";"001000";"0181";"503";
"001896";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 180";"001000";"0181";"503";
"001897";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 220";"001000";"0181";"503";
"001898";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 240";"001000";"0181";"503";
"001899";"PROTECTOR PARA LADRILLO RECUBRICK AL SOLVENTE CERAMICO X 20";"020000";"0150";"503";
"001900";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO ROJO X  0,320";"000320";"0139";"503";
"001901";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO ROJO X  1,250";"001250";"0139";"503";
"001902";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO ROJO X  5";"005001";"0139";"503";
"001903";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO ROJO X 10";"010000";"0139";"503";
"001904";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO ROJO X 20";"020001";"0139";"503";
"001905";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 320";"001000";"0181";"503";
"001906";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 360";"001000";"0181";"503";
"001907";"LIJA ANTIEMPASTE OXIDO ALUMINIO RAPIFIX # 400";"001000";"0181";"503";
"001908";"TELA FIBRADA 20 CM X 1 MT,";"001000";"0902";"503";
"001909";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO BLANCO X  5";"005001";"0139";"503";
"001910";"IMPERMEABILIZANTE PARA TECHOS PLAVICON TAPAGOTERAS X  1";"001001";"0139";"503";
"001911";"IMPERMEABILIZANTE PARA TECHOS PLAVICON TAPAGOTERAS X  5";"005000";"0139";"503";
"001912";"IMPERMEABILIZANTE PARA TECHOS PLAVICON TAPAGOTERAS X 20";"020000";"0139";"503";
"001913";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO BLANCO X  0,450";"000451";"0139";"503";
"001914";"TELA FIBRADA 10 CM X 1 MT.";"001000";"0902";"503";
"001915";"TELA FIBRADA 1 MT X 1 MT.";"001000";"0902";"503";
"001916";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO BLANCO X  0,350";"000350";"0139";"503";
"001917";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO BLANCO X  1";"001003";"0139";"503";
"001918";"SELLADOR SINTETICO PARA FISURAS Y GRIETAS PLAVICON SELLADOR PILETAS X 0,450";"000451";"0139";"503";
"001919";"SELLADOR SINTETICO PARA FISURAS Y GRIETAS PLAVICON SELLADOR PILETAS X 1,250";"001250";"0139";"503";
"001920";"LACA PARA PISO PLAVICON PISOACRIL TRANSPARENTE X  1";"001001";"0139";"503";
"001921";"LACA PARA PISO PLAVICON PISOACRIL TRANSPARENTE X  4";"004000";"0139";"503";
"001922";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE BLANCO X  1,250";"001250";"0139";"503";
"001923";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE BLANCO X  5";"005001";"0139";"503";
"001924";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE BLANCO X 12";"012000";"0139";"503";
"001925";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE BLANCO X 25";"025002";"0139";"503";
"001926";"IMPERMEABLIZANTE ANTIHUMEDAD TERSEC X 1";"001001";"0152";"503";
"001927";"IMPERMEABLIZANTE ANTIHUMEDAD TERSEC X 4";"004000";"0152";"503";
"001928";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE ROJO X  1,250";"001250";"0139";"503";
"001929";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE ROJO X  5";"005001";"0139";"503";
"001930";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE ROJO X 12";"012000";"0139";"503";
"001931";"IMPERMEABILIZANTE PARA FRENTES PLAVICON MATE ROJO X 25";"025002";"0139";"503";
"001932";"MEMBRANA ASFALTICA MEGAFLEX ALUMINIO MGX 35KG.X 10MTS";"001000";"0130";"503";
"001933";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO BLANCO X 25";"025002";"0139";"503";
"001934";"MORTERO REPARACION HORMIGON WEBER DUR GRIS CLARO X 25";"025002";"0163";"503";
"001935";"ESQUINERO FLEXIBLE LEVELLINE 30M";"001000";"0183";"503";
"001936";"IMPERMEABILIZANTE PARA TECHOS PLAVICON TAPAGOTERAS X 10";"010000";"0139";"503";
"001937";"MASILLA PREMIUM SR60 X 1";"001000";"0147";"503";
"001938";"PROTECTOR PARA PISO ATERMICO PLAVICON ARENA X 4";"004000";"0139";"503";
"001939";"FILTRO PARA PINTURA   1A4L X 10U";"001000";"0103";"503";
"001940";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO BLANCO X  0,320";"000320";"0139";"503";
"001941";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO BLANCO X  1,250";"001250";"0139";"503";
"001942";"LACA PARA PISO PLAVICON PISOACRIL TRANSPARENTE X 20";"020000";"0139";"503";
"001943";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO BLANCO X  5";"005001";"0139";"503";
"001944";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO BLANCO X 10";"010001";"0139";"503";
"001945";"IMPERMEABILIZANTE PARA TECHOS PLAVICON FIBRADO BLANCO X 20";"020001";"0139";"503";
"001946";"IMPERMEABILIZANTE PARA MUROS PLAVICON MATE BLANCO X  1,250";"001250";"0139";"503";
"001947";"IMPERMEABILIZANTE PARA MUROS PLAVICON MATE BLANCO X  5";"005001";"0139";"503";
"001948";"IMPERMEABILIZANTE PARA MUROS PLAVICON MATE BLANCO X 12";"012000";"0139";"503";
"001949";"IMPERMEABILIZANTE PARA MUROS PLAVICON MATE BLANCO X 25";"025002";"0139";"503";
"001950";"IMPERMEABILIZANTE PARA TANQUES PLAVICON BLANCO X  1";"001001";"0139";"503";
"001951";"IMPERMEABILIZANTE PARA TANQUES PLAVICON BLANCO X  4";"004000";"0139";"503";
"001952";"IMPERMEABILIZANTE PARA TANQUES PLAVICON BLANCO X 20";"020000";"0139";"503";
"001953";"LATEX INTERIOR LAVABLE PLAVICON MATE BLANCO X  1";"001001";"0139";"503";
"001954";"LATEX INTERIOR LAVABLE PLAVICON MATE BLANCO X  4";"004000";"0139";"503";
"001955";"LATEX INTERIOR LAVABLE PLAVICON MATE BLANCO X 10";"010000";"0139";"503";
"001956";"LATEX INTERIOR LAVABLE PLAVICON MATE BLANCO X 20";"020000";"0139";"503";
"001957";"FIJADOR PARA PARED PLAVICON AL AGUA X  1";"001001";"0139";"503";
"001958";"FIJADOR PARA PARED PLAVICON AL AGUA X  4";"004000";"0139";"503";
"001959";"FIJADOR PARA PARED PLAVICON AL AGUA X 10";"010000";"0139";"503";
"001960";"FIJADOR PARA PARED PLAVICON AL AGUA X 20";"020000";"0139";"503";
"001961";"ENDUIDO INTERIOR PLAVICON X  0,400";"000400";"0139";"503";
"001962";"ENDUIDO INTERIOR PLAVICON X  1";"001001";"0139";"503";
"001963";"ENDUIDO INTERIOR PLAVICON X  4";"004000";"0139";"503";
"001964";"ENDUIDO INTERIOR PLAVICON X 20";"020000";"0139";"503";
"001965";"PROTECTOR PARA LADRILLO TERSIDRYL AL AGUA MATE SIN PELICULA X  1";"001001";"0152";"503";
"001966";"PROTECTOR PARA LADRILLO TERSIDRYL AL AGUA MATE SIN PELICULA X  4";"004000";"0152";"503";
"001967";"PROTECTOR PARA LADRILLO TERSIDRYL AL AGUA MATE SIN PELICULA X 10";"010000";"0152";"503";
"001968";"PROTECTOR PARA LADRILLO TERSIDRYL AL AGUA MATE SIN PELICULA X 20";"020000";"0152";"503";
"001969";"YESO PROYECTABLE SG TUYANGO X 30KG";"030000";"0187";"503";
"001970";"REPARADOR DE PAREDES PLACOMIX INTERIOR X 1KG";"001003";"0187";"503";
"001971";"REPARADOR DE PAREDES PLACOMIX INTERIOR X 3,500KG";"003501";"0187";"503";
"001972";"REPARADOR DE PAREDES PLACOMIX EXTERIOR X 1KG";"001003";"0187";"503";
"001973";"REPARADOR DE PAREDES PLACOMIX EXTERIOR X 3,500KG";"003501";"0187";"503";
"001974";"IMPERMEABILIZANTE PARA FRENTES Y MUROS SINTEPLAST PROFESIONAL BLANCO X  1";"001001";"0150";"503";
"001975";"IMPERMEABILIZANTE PARA FRENTES Y MUROS SINTEPLAST PROFESIONAL BLANCO X  5";"005000";"0150";"503";
"001976";"IMPERMEABILIZANTE PARA FRENTES Y MUROS SINTEPLAST PROFESIONAL BLANCO X 25";"025001";"0150";"503";
"001977";"IMPERMEABLIZANTE PARA TECHOS SINTEPLAST PROFESIONAL BLANCO X  1";"001001";"0150";"503";
"001978";"IMPERMEABLIZANTE PARA TECHOS SINTEPLAST PROFESIONAL BLANCO X  4";"004000";"0150";"503";
"001979";"IMPERMEABLIZANTE PARA TECHOS SINTEPLAST PROFESIONAL BLANCO X 20";"020000";"0150";"503";
"001980";"ESPECTOFOTOMETRO 5 ANGULOS (TP5A-RMCADS)";"001000";"0134";"501";
"001981";"PROTECTOR PARA LADRILLO PLAVIPINT SEMIMATE CON PELICULA INCOLORO X  1";"001001";"0139";"503";
"001982";"PROTECTOR PARA LADRILLO PLAVIPINT SEMIMATE CON PELICULA INCOLORO X  4";"004000";"0139";"503";
"001983";"PROTECTOR PARA LADRILLO PLAVIPINT SEMIMATE CON PELICULA INCOLORO X 10";"010000";"0139";"503";
"001984";"PROTECTOR PARA LADRILLO PLAVIPINT SEMIMATE CON PELICULA INCOLORO X 20";"020000";"0139";"503";
"001985";"DISCO LIJA DOBLE A GOLD 24K AUF6P P 80";"001000";"0902";"503";
"001986";"DISCO LIJA DOBLE A GOLD 24K AUF6P P100";"001000";"0902";"503";
"001987";"DISCO LIJA DOBLE A GOLD 24K AUF6P P120";"001000";"0902";"503";
"001988";"DISCO LIJA DOBLE A GOLD 24K AUF6P P150";"001000";"0102";"503";
"001989";"DISCO LIJA DOBLE A GOLD 24K AUF6P P180";"001000";"0902";"503";
"001990";"DISCO LIJA DOBLE A GOLD 24K AUF6P P220";"001000";"0902";"503";
"001991";"DISCO LIJA DOBLE A GOLD 24K AUF6P P240";"001000";"0902";"503";
"001992";"DISCO LIJA DOBLE A GOLD 24K AUF6P P280";"001000";"0902";"503";
"001993";"DISCO LIJA DOBLE A GOLD 24K AUF6P P320";"001000";"0902";"503";
"001994";"DISCO LIJA DOBLE A GOLD 24K AUF6P P360";"001000";"0902";"503";
"001995";"DISCO LIJA DOBLE A GOLD 24K AUF6P P400";"001000";"0902";"503";
"001996";"DISCO ULTRA STRIP DOBLE A 115X22";"001000";"0102";"503";
"001997";"DISCO LIJA DOBLE A GOLD 24K AUF6P P600";"001000";"0902";"503";
"001998";"IMPERMEABILIZANTE PARA MUROS PLAVICON MATE BEIGE X 25";"025002";"0139";"503";
"001999";"ESPECTOFOTOMETRO 11 ANGULOS (K0H11-RM-WF-CA2C)";"001000";"0134";"503";
"002000";"CL-500 BCO PLENO X 3,5";"003500";"0132";"503";
"002001";"CL-502 NEGRO PLENO X 1";"001001";"0132";"503";
"002002";"CL-510 AZUL INT X 1";"001001";"0132";"503";
"002003";"CL-512 AZUL VERDOSO X 1";"001001";"0132";"503";
"002004";"CL-513 VERDE PROFUNDO X 1";"001001";"0902";"503";
"002005";"CL-517 VIOLETA PURO X 1";"001001";"0132";"503";
"002006";"CL-530 AMARILLO OCRE X 1";"001001";"0132";"503";
"002007";"CL-531 ROJO COLORADO X 1";"001001";"0132";"503";
"002008";"CL-533 AMARILLO SOL X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002009";"CL-535 AMARILLO CITRICO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002010";"CL-537 ROJO FUERTE X 1";"001001";"0902";"503";
"002011";"CL-539 ROJO PALIDO X 1";"001001";"0132";"503";
"002012";"CL-542 NARANJA FUEGO X 1  (DISCONTINUADO)";"001001";"0132";"503";
"002013";"CL-544 AMARILLO MEDIO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002014";"CL-546 BORDO X 1";"001001";"0132";"503";
"002015";"CL-548 ROJO INT X 1";"001001";"0132";"503";
"002016";"CL-549 ROSA X 1";"001001";"0132";"503";
"002017";"CL-550 AZUL PURO X 1";"001001";"0132";"503";
"002018";"CL-551 NARANJA SOL X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002019";"CL-553 VERDE PURO X 1";"001001";"0132";"503";
"002020";"CL-554 ROJO CORAL X 1";"001001";"0132";"503";
"002021";"CL-555 ROJO FUEGO X 1";"001001";"0132";"503";
"002022";"CL-556 AMARILLO LIMON X 1";"001001";"0132";"503";
"002023";"CM-007 NEGRO INT X 1";"001001";"0132";"503";
"002024";"CM-105 ALUMINIO MEDIO BRILL X 1";"001001";"0132";"503";
"002025";"CM-016 AZUL LUMINOSO BRILL X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002026";"CM-019 AZUL OSCURO PROFUNDO X 1";"001001";"0132";"503";
"002027";"CM-202 PERLADO BCO FINO X 1";"001001";"0132";"503";
"002028";"CM-203 PERLADO PLATA LUMINOSO X 1";"001001";"0132";"503";
"002029";"CM-100 ALUMINIO EXTRA FINO X 3,5";"003500";"0132";"503";
"002030";"CM-106 ALUMINIO MEDIO LUMINOSO X 1";"001001";"0132";"503";
"002031";"CM-103 ALUMINIO GRUESO LUMINOSO X 1";"001001";"0132";"503";
"002032";"CM-102 ALUMINIO GRUESO X 3,5";"003500";"0132";"503";
"002033";"CM-002 NEGRO X 3,5";"003500";"0132";"503";
"002034";"CM-062 VERDE OSCURO X 1";"001001";"0132";"503";
"002035";"CM-063 AMARILLO ESVERDEADO X 1";"001001";"0132";"503";
"002036";"CM-064 ROJO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002037";"CM-065 AZUL BRILL X 1";"001001";"0132";"503";
"002038";"C565-7000 PRIMER PU BCO ACS X 0,750 (DISCONTINUADO)";"000750";"0902";"503";
"002039";"CM-068 MAGENTA OSCURO X 1";"001001";"0132";"503";
"002040";"CM-107 ALUMINIO FINO BRILL X 1";"001001";"0132";"503";
"002041";"CM-206 PERLADO VIOLEA X 1";"001001";"0132";"503";
"002042";"CM-207 B MATIZANTE X 1";"001001";"0132";"503";
"002043";"CM-011 AZUL FTALO X 1";"001001";"0132";"503";
"002044";"CM-010 AZUL ROJIZO X 1";"001001";"0132";"503";
"002045";"CM-015 VIOLETA X 1";"001001";"0132";"503";
"002046";"CM-209 DORADO PERLADO X 1";"001001";"0132";"503";
"002047";"CM-200 PERLADO AZUL FINO X 1";"001001";"0132";"503";
"002048";"CM-201 PERLADO AZUL SUPER X 1";"001001";"0132";"503";
"002049";"CM-212 DORADO SUPER PERLADO X 1";"001001";"0132";"503";
"002050";"CM-213 PERLADO AMARILLO X 1";"001001";"0132";"503";
"002051";"CM-214 VERDE PERLADO X 1";"001001";"0132";"503";
"002052";"CM-060 BORDO X 1";"001001";"0132";"503";
"002053";"CM-204 PERLADO ROJO FINO X 1";"001001";"0132";"503";
"002054";"CM-205 PERLADO ROJO SUPER X 1";"001001";"0132";"503";
"002055";"CM-001 BCO X 1";"001001";"0132";"503";
"002056";"CM-042 ROJO TRANSP X 1";"001001";"0132";"503";
"002057";"CM-040 ROJO RUBI X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002058";"CM-074 ROJO FUERTE X 1";"001001";"0132";"503";
"002059";"CM-043 ROJO VIVO X 1";"001001";"0132";"503";
"002060";"CM-003 BCO NIEVE X 1";"001001";"0132";"503";
"002061";"CM-038 ROJO OXIDO X 1";"001001";"0132";"503";
"002062";"CM-073 MARRON PERMANENTE X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002063";"CM-033 AMARILLO TRANSP X 1";"001001";"0132";"503";
"002064";"CM-031 AMARILLO ORO X 1";"001001";"0132";"503";
"002065";"CR-600 NEGRO REDUCIDO X 1";"001001";"0132";"503";
"002066";"CR-601 AZUL REDUCIDO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002067";"CR-602 ROJO REDUCIDO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002068";"CR-603 AMARILLO REDUCIDO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002069";"CM-017 VERDE BRILL X 1";"001001";"0132";"503";
"002070";"CM-035 ROJO BRILL X 1";"001001";"0132";"503";
"002071";"CM-050 CASTANO X 1 (DISCONTINUADO)";"001001";"0132";"503";
"002072";"BP-04.01 CLEAR POLISTER BICAPA ACS X 3.500";"003500";"0132";"503";
"002073";"BP-05 BARNIZ DE MEZCLA BICAPA P/AJUSTE X 3,5 (DISCONTINUADO)";"003500";"0132";"503";
"002074";"BU-02.01 CLEARS BASE BLANCA P/PU ACS X 3.500";"003500";"0132";"503";
"002075";"BU-01 CLEARS DE MEZCLA PU ACS X 3,5 (DISCONTINUADO)";"003500";"0132";"503";
"002076";"BU-03 CLEARS DE AJUSTE P/PU ACS X3,5 (DISCONTINUADO)";"003500";"0132";"503";
"002077";"BA-04 BARNIZ DE MEZC ACRILICO P/SOLIDOS X 3 5 (DISCONTINUADO)";"003500";"0902";"503";
"002078";"BA-05 BARNIZ DE MEZC ACRILICO P/METALICOS X 3 5 (DISCONTINUADO)";"003500";"0132";"503";
"002079";"AEROSOL RUST-OLEUM UC SATINADO NEGRO X 0,340(2620991)";"000340";"0146";"503";
"002080";"AEROSOL RUST-OLEUM UC MATE NEGRO X 0,340(2621501)";"000340";"0146";"503";
"002081";"BARNIZ MARINO PARA MADERA TERSUAVE BRILLANTE CON FILTRO SOLAR X 1";"001001";"0152";"503";
"002082";"BARNIZ MARINO PARA MADERA TERSUAVE BRILLANTE CON FILTRO SOLAR X 4";"004000";"0152";"503";
"002083";"P425-941/E3,5 H S STRONG RED X 3";"003000";"0131";"503";
"002084";"BARNIZ PARA MADERA INTERIOR TERSUAVE MATE X 0,500";"000500";"0152";"503";
"002085";"BARNIZ PARA MADERA INTERIOR TERSUAVE MATE X 1";"001001";"0152";"503";
"002086";"BARNIZ PARA MADERA INTERIOR TERSUAVE MATE X 4";"004000";"0152";"503";
"002087";"BARNIZ PARA MADERA INTERIOR TERSUAVE SATINADO X  0,500";"000500";"0152";"503";
"002088";"BARNIZ PARA MADERA INTERIOR TERSUAVE SATINADO X  1";"001001";"0152";"503";
"002089";"BARNIZ PARA MADERA INTERIOR TERSUAVE SATINADO X  4";"004000";"0152";"503";
"002090";"BARNIZ PARA MADERA INTERIOR TERSUAVE SATINADO X 20";"020000";"0152";"503";
"002091";"LACA NITROSINTETICA TERSUAVE BLANCO PURO X 0,500";"000500";"0902";"503";
"002092";"LACA NITROSINTETICA TERSUAVE AMARILLO TAXI X 0,500";"000500";"0902";"503";
"002093";"LACA NITROSINTETICA TERSUAVE NARANJA ESC.X 0,500";"000500";"0902";"503";
"002094";"LACA NITROSINTETICA TERSUAVE NEGRO AZABACHE X 0,500";"000500";"0902";"503";
"002095";"LACA NITROSINTETICA TERSUAVE NEGRO SATINADO X 0,500";"000500";"0902";"503";
"002096";"LACA NITROSINTETICA TERSUAVE ALUMINIO PARA LLANTAS X 0,500";"000500";"0902";"503";
"002097";"P420-905 YELLOW OXIDE X 1";"001001";"0131";"503";
"002098";"REVEX FINO BCO X 25";"025000";"0142";"503";
"002099";"REVEX FINO BASE RV X 25";"025000";"0142";"503";
"002100";"ESMALTE SINTETICO PARA PIZARRON TERSUAVE MATE VERDE X 0,250";"000250";"0152";"503";
"002101";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE BLANCO X  0,250";"000250";"0152";"503";
"002102";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE BERMELLON X  0,250";"000250";"0152";"503";
"002103";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE NARANJA X  0,250";"000250";"0152";"503";
"002104";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE AMARILLO X  0,250";"000250";"0152";"503";
"002105";"FONDO PARA MADERA TERSUAVE BLANCO X  0,250";"000250";"0152";"503";
"002106";"BARNIZ MARINO PARA MADERA TERSUAVE BRILLANTE X  0,250";"000250";"0152";"503";
"002107";"ESMALTE SINTETICO TERSUAVE ALTA TEMPERATURA ALUMINIO X 0,250";"000250";"0153";"503";
"002108";"ESMALTE SINTETICO TERSUAVE ALTA TEMPERATURA NEGRO X 0,250";"000250";"0902";"503";
"002109";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE BEIGE X  0,250";"000250";"0152";"503";
"002110";"ESMALTE SINTETICO PARA PIZARRON TERSUAVE MATE NEGRO X 0,250";"000250";"0152";"503";
"002111";"ESMALTE SINTETICO TERSUAVE ALTA TEMPERATURA BLANCO X 0,250";"000250";"0902";"503";
"002112";"ESMALTE POLIURETANO ALBA BLANCO X 1";"001001";"0112";"503";
"002113";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE CEDRO X  0,250";"000250";"0152";"503";
"002114";"TINTA PARA MADERA TERSUAVE CAOBA X 0,060";"000060";"0152";"503";
"002115";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE NEGRO X  0,250";"000250";"0152";"503";
"002116";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE ORO X 0,250";"000250";"0152";"503";
"002117";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE ALUMINIO X  0,250";"000250";"0152";"503";
"002118";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE MARRON X  0,250";"000250";"0152";"503";
"002119";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE VERDE CLARO X  0,250";"000250";"0152";"503";
"002120";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE GRIS OSCURO X  0,250";"000250";"0152";"503";
"002121";"TINTA PARA MADERA TERSUAVE CEDRO X 0,060";"000060";"0152";"503";
"002122";"TINTA PARA MADERA TERSUAVE NOGAL X 0,060";"000060";"0152";"503";
"002123";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE CELESTE X  0,250";"000250";"0152";"503";
"002124";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE MARFIL SEDA X  0,250";"000250";"0152";"503";
"002125";"TINTA PARA MADERA TERSUAVE PETIRIBI X 0,060";"000060";"0152";"503";
"002126";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE GRIS ESPACIAL X  0,250";"000250";"0152";"503";
"002127";"TINTA PARA MADERA TERSUAVE ROBLE CLARO X 0,060";"000060";"0152";"503";
"002128";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE GRIS PERLA X  0,250";"000250";"0152";"503";
"002129";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE GRIS HIELO X  0,250";"000250";"0152";"503";
"002130";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE VERDE INGLES X  0,250";"000250";"0152";"503";
"002131";"ESMALTE POLIURETANO ALBA NEGRO X 1";"001001";"0112";"503";
"002132";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE AZULEJO X  0,250";"000250";"0152";"503";
"002133";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE MARFIL CHAMPAGNE X  0,250";"000250";"0152";"503";
"002134";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE VERDE ILUSION X  0,250";"000250";"0152";"503";
"002135";"ESMALTE POLIURETANO ALBA GRIS HIELO X 1";"001001";"0112";"503";
"002136";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE CREMA X  0,250";"000250";"0152";"503";
"002137";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE CASTANO X  0,250";"000250";"0152";"503";
"002138";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE VERDE NOCHE X  0,250";"000250";"0152";"503";
"002139";"TINTA PARA MADERA TERSUAVE ROBLE OSCURO X 0,060";"000060";"0152";"503";
"002140";"REVEX FINO BASE TA X 25";"025000";"0142";"503";
"002141";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE TRAFUL X  0,250";"000250";"0152";"503";
"002142";"ESMALTE POLIURETANO ALBA VERDE INGLES X 1";"001001";"0112";"503";
"002143";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE AZUL X  0,250";"000250";"0152";"503";
"002144";"MARBLE MEDIO BASE TA X 30";"030000";"0142";"503";
"002145";"ESMALTE POLIURETANO ALBA BERMELLON X 1";"001001";"0112";"503";
"002146";"ESMALTE POLIURETANO ALBA AMARILLO X  1";"001001";"0112";"503";
"002147";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE TABACO X  0,250";"000250";"0152";"503";
"002148";"ESMALTE EPOXI TERSUAVE INDULAC BLANCO X  0,250";"000250";"0902";"503";
"002149";"REVOQUE FINO FLEXIBLE BASE TA X 25";"025000";"0142";"503";
"002150";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE VIOLETA X 0,250";"000250";"0152";"503";
"002151";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO GRIS CEMENTO X  0,350";"000350";"0139";"503";
"002152";"MARBLE MEDIO BCO X 30";"030000";"0142";"503";
"002153";"SELLADOR MULTIUSO PLAVICON SELLADOR PRO GRIS CEMENTO X  0,450";"000451";"0139";"503";
"002154";"REVOQUE FINO FLEXIBLE BCO X 5";"005000";"0142";"503";
"002155";"REVOQUE FINO FLEXIBLE BCO X 25";"025000";"0142";"503";
"002156";"ESMALTE SINTETICO TERSUAVE 2EN1 BRILLANTE AMAR.MED. X  0,250";"000250";"0152";"503";
"002157";"LATEX INTERIOR PLAVICON PERFORMA MATE BLANCO X  4";"004000";"0139";"503";
"002158";"NATURAL STONE CLEAR X 30";"030000";"0142";"503";
"002159";"LATEX INTERIOR PLAVICON PERFORMA MATE BLANCO X 10";"010000";"0139";"503";
"002160";"LATEX INTERIOR PLAVICON PERFORMA MATE BLANCO X 20";"020000";"0139";"503";
"002161";"NATURAL STONE SILICA X 30";"030000";"0142";"503";
"002162";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE BLANCO X  1";"001001";"0107";"503";
"002163";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE BLANCO X  4";"004000";"0107";"503";
"002164";"LATEX INTERIOR/EXTERIOR ALBA CONSTRUCTOR MATE BLANCO X 10";"010000";"0107";"503";
