"Codigo";"Descripcion";"Capacidad";"Grupo";"TS Estandar";
"003541";"REVESTIMIENTO TEXTURADO ALBA PETREO A RODILLO TERRA CLARO X  6";"006001";"0107";"503";
"003542";"REVESTIMIENTO TEXTURADO ALBA PETREO A RODILLO TERRA CLARO X 30";"030001";"0902";"503";
"003543";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION AZUL MARINO X 0,500";"000500";"0152";"503";
"003544";"RODILLO ROSARPIN HILADO T40 PELO CORTO 10 CM";"001000";"0144";"503";
"003545";"RODILLO ROSARPIN HILADO T40 PELO CORTO 18 CM";"001000";"0144";"503";
"003546";"RODILLO ROSARPIN HILADO T40 PELO CORTO 22 CM";"001000";"0144";"503";
"003547";"RODILLO ROSARPIN HILADO T50 EXTREMO 10 CM";"001000";"0144";"503";
"003548";"RODILLO ROSARPIN HILADO T50 EXTREMO 18 CM";"001000";"0144";"503";
"003549";"RODILLO ROSARPIN HILADO T50 EXTREMO 22 CM";"001000";"0144";"503";
"003550";"RODILLO ROSARPIN HILADO T50 R.PREMIUM 18 CM";"001000";"0144";"503";
"003551";"RODILLO ROSARPIN HILADO T50 R.PREMIUM 22 CM";"001000";"0144";"503";
"003552";"LATEX INTERIOR RECUPLAST MATE BASE TINT X  0,970";"000970";"0151";"503";
"003553";"LATEX INTERIOR RECUPLAST MATE BASE TINT X  3,880";"003880";"0151";"503";
"003554";"LATEX INTERIOR RECUPLAST MATE BASE TINT X 19,400";"019400";"0151";"503";
"003555";"LATEX INTERIOR RECUPLAST MATE BASE DEEP X  0,940";"000940";"0151";"503";
"003556";"LATEX INTERIOR RECUPLAST MATE BASE DEEP X  3,750";"003750";"0151";"503";
"003557";"LATEX INTERIOR RECUPLAST MATE BASE DEEP X 18,800";"018800";"0151";"503";
"003558";"LATEX INTERIOR RECUPLAST MATE BASE ACCENT X  0,910";"000910";"0151";"503";
"003559";"LATEX INTERIOR RECUPLAST MATE BASE ACCENT X  3,620";"003620";"0151";"503";
"003560";"LATEX INTERIOR RECUPLAST MATE BASE ACCENT X 18,100";"018100";"0151";"503";
"003561";"CR-332 AMARELO REDUZIDO X 1";"001001";"0132";"503";
"003562";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE TINT X  1";"001001";"0151";"503";
"003563";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE TINT X  4";"004000";"0151";"503";
"003564";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE TINT X 10";"010000";"0151";"503";
"003565";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE TINT X 20";"020000";"0151";"503";
"003566";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE DEEP X  1";"001001";"0151";"503";
"003567";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE DEEP X  4";"004000";"0151";"503";
"003568";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE DEEP X 10";"010000";"0151";"503";
"003569";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE DEEP X 20";"020000";"0151";"503";
"003570";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE ACCENT X  1";"001001";"0151";"503";
"003571";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE ACCENT X  4";"004000";"0151";"503";
"003572";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE ACCENT X 10";"010000";"0151";"503";
"003573";"IMPERMEABILIZANTE PARA FRENTES Y MUROS RECUPLAST BASE ACCENT X 20";"020000";"0151";"503";
"003574";"ESMALTE SINTETICO SATINPLAST SATINADO BASE TINT X  0,970";"000970";"0151";"503";
"003575";"ESMALTE SINTETICO SATINPLAST SATINADO BASE TINT X  3,880";"003880";"0151";"503";
"003576";"ESMALTE SINTETICO SATINPLAST SATINADO BASE TINT X 19,400";"019400";"0151";"503";
"003577";"ESMALTE SINTETICO SATINPLAST SATINADO BASE DEEP X  0,940";"000940";"0151";"503";
"003578";"ESMALTE SINTETICO SATINPLAST SATINADO BASE DEEP X  3,750";"003750";"0151";"503";
"003579";"ESMALTE SINTETICO SATINPLAST SATINADO BASE DEEP X 18,800";"018800";"0151";"503";
"003580";"ESMALTE SINTETICO SATINPLAST SATINADO BASE ACCENT X  0,910";"000910";"0151";"503";
"003581";"ESMALTE SINTETICO CRISTASOL BRILLANTE ALUMINIO X 18";"018000";"0141";"503";
"003582";"SILICONA LADRIK ACUOSO PLAVICON INCOLORO X 1";"001001";"0139";"503";
"003583";"SILICONA LADRIK ACUOSO PLAVICON INCOLORO X 4";"004000";"0139";"503";
"003584";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO FINO ALMENDRA X  6";"006000";"0107";"503";
"003585";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO FINO ALMENDRA X 30";"030000";"0107";"503";
"003586";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO MEDIO ALMENDRA X  6";"006000";"0107";"503";
"003587";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO MEDIO ALMENDRA X 30";"030000";"0107";"503";
"003588";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO FINO BASE INTENSO X  6";"006001";"0107";"503";
"003589";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO FINO BASE INTENSO X 30";"030001";"0107";"503";
"003590";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO FINO BLANCO X  6";"006001";"0107";"503";
"003591";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO FINO BLANCO X 30";"030001";"0107";"503";
"003592";"COMPSUG3 COL.ROJO NEARCO FIAT X 125";"000130";"0117";"503";
"003593";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL CLEAR X  6";"006001";"0107";"503";
"003594";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL CLEAR X 30";"030001";"0107";"503";
"003595";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL GRAY X  6";"006001";"0107";"503";
"003596";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL GRAY X 30";"030001";"0107";"503";
"003597";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL PARIS X  6";"006001";"0107";"503";
"003598";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL PARIS X 30";"030001";"0107";"503";
"003599";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL SILICA X  6";"006001";"0107";"503";
"003600";"REVESTIMIENTO TEXTURADO ALBA PETREO NATURAL SILICA X 30";"030000";"0107";"503";
"003601";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION BCO X 1";"001001";"0152";"503";
"003602";"CINTA ANTIDESLIZANTE RAPIFIX (2200) 50MM X 5MTS";"001000";"0181";"503";
"003603";"ZAPATOS DE PUAS METALICAS";"001000";"0144";"503";
"003604";"BASE EPOXI 9100 MASSTONE BRILLANTE X 3,785 (9107405)";"003785";"0158";"503";
"003605";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO MEDIO BASE INTENSO X  6";"006001";"0107";"503";
"003606";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO MEDIO BASE INTENSO X 30";"030001";"0107";"503";
"003607";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO MEDIO BLANCO X  6";"006001";"0107";"503";
"003608";"REVESTIMIENTO TEXTURADO ALBA TRAVERTINO MEDIO BLANCO X 30";"030001";"0107";"503";
"003609";"COMPSUG1 COL.BEIGE ANTϿ LOPE FIAT X 125";"000130";"0117";"503";
"003610";"ESMALTE SINTETICO SATINPLAST SATINADO BASE ACCENT X  3,620";"003620";"0151";"503";
"003611";"ESMALTE SINTETICO SATINPLAST SATINADO BASE ACCENT X 18,100";"018100";"0151";"503";
"003612";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE TINT X  1";"001001";"0151";"503";
"003613";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE TINT X  4";"004000";"0151";"503";
"003614";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE TINT X 20";"020000";"0151";"503";
"003615";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION NEGRO X 1";"001001";"0152";"503";
"003616";"THINNER DIXILINA ESPEC.L X 18";"018000";"0120";"503";
"003617";"THINNER DIXILINA ESPEC.L X 200";"200000";"0120";"503";
"003618";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION MARRON X 1";"001001";"0152";"503";
"003619";"THINNER DIXILINA STANDARD X 18";"018000";"0120";"503";
"003620";"THINNER DIXILINA STANDARD X 200";"200000";"0120";"503";
"003621";"COMPSUG1 COL.AZUL OCϿ ANO FIAT X 125";"000130";"0117";"503";
"003622";"LIVING INT BCO X  1";"001001";"0116";"503";
"003623";"LIVING INT BCO X  4";"004000";"0116";"503";
"003624";"LIVING INT BCO X 10";"010000";"0116";"503";
"003625";"LIVING INT BCO X 20";"020000";"0116";"503";
"003626";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION GRIS ESPACIAL X 1";"001001";"0152";"503";
"003627";"FILM PARA ENMASCASCARAR 19MM X 180CM X 22,5";"001000";"0165";"503";
"003628";"FILM PARA ENMASCASCARAR 25MM X 260CM X 22,5";"001000";"0156";"503";
"003629";"FILM PARA ENMASCASCARAR 25MM X 360CM X 22,5";"001000";"0156";"503";
"003630";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION VERDE INGLES X 1";"001001";"0152";"503";
"003631";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE DEEP X  1";"001001";"0151";"503";
"003632";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE DEEP X  4";"004000";"0151";"503";
"003633";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE DEEP X 20";"020000";"0151";"503";
"003634";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE ACCENT X  1";"001001";"0151";"503";
"003635";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE ACCENT X  4";"004000";"0151";"503";
"003636";"LATEX INTERIOR/EXTERIOR ACRILPLAST MATE BASE ACCENT X 20";"020000";"0151";"503";
"003637";"COLORANTE CONCENTRADO SINTEPLAST AXX AMARILLO X 1";"001001";"0151";"503";
"003638";"COLORANTE CONCENTRADO SINTEPLAST B NEGRO X 1";"001001";"0151";"503";
"003639";"COLORANTE CONCENTRADO SINTEPLAST C OCRE X 1";"001001";"0151";"503";
"003640";"COLORANTE CONCENTRADO SINTEPLAST D VERDE X 1";"001001";"0151";"503";
"003641";"COLORANTE CONCENTRADO SINTEPLAST E AZUL X 1";"001001";"0151";"503";
"003642";"COLORANTE CONCENTRADO SINTEPLAST F ROJO Ͽ XIDO X 1";"001001";"0151";"503";
"003643";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION AZUL MARINO X 1";"001001";"0152";"503";
"003644";"COMPSUG1 COL.BLANCO REAL FIAT X 125";"000130";"0117";"503";
"003645";"IMPERMEABILIZANTE PARA TECHOS Y MUROS COLORIN TITANIO PRO BLANCO X  4";"004000";"0116";"503";
"003646";"IMPERMEABILIZANTE PARA TECHOS Y MUROS COLORIN TITANIO PRO BLANCO X 10";"010000";"0902";"503";
"003647";"IMPERMEABILIZANTE PARA TECHOS Y MUROS COLORIN TITANIO PRO BLANCO X 20";"020000";"0116";"503";
"003648";"COMPSUG5 COL.ROJO VERONA F/PEU.X 0,125";"000130";"0117";"503";
"003649";"EQUIPO PARA PINTAR ADIABATIC EC.2000 - P.GRAVEDAD";"001000";"0104";"501";
"003650";"EQUIPO PARA PINTAR ADIABATIC EC.3000 - P.GRAVEDAD";"001000";"0104";"501";
"003651";"COMPSUG1 COL.BEIGE JAMAICA F/P X 0,125";"000130";"0117";"503";
"003652";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE TINT X  0,970";"000970";"0151";"503";
"003653";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE TINT X  3,880";"003880";"0151";"503";
"003654";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE TINT X 19,400";"019400";"0151";"503";
"003655";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE DEEP X  0,940";"000940";"0151";"503";
"003656";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE DEEP X  3,750";"003750";"0151";"503";
"003657";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE DEEP X 18,800";"018800";"0151";"503";
"003658";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE ACCENT X  0,910";"000910";"0151";"503";
"003659";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE ACCENT X  3,620";"003620";"0151";"503";
"003660";"ESMALTE SINTETICO BRILLOPLAST BRILLANTE BASE ACCENT X 18,100";"018100";"0151";"503";
"003661";"CONVERSOL BCO X 0,450";"000450";"0141";"503";
"003662";"CONVERSOL AZUL X 0,450";"000450";"0141";"503";
"003663";"CONVERSOL NEGRO X 0,450";"000450";"0141";"503";
"003664";"CONVERSOL GRIS X 0,450";"000450";"0141";"503";
"003665";"CONVERSOL BEIGE X 0,450";"000450";"0141";"503";
"003666";"CONVERSOL VERDE X 0,450";"000450";"0141";"503";
"003667";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO BLANCO X  1";"001001";"0116";"503";
"003668";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO BLANCO X  4";"004000";"0116";"503";
"003669";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO BLANCO X 10";"010000";"0116";"503";
"003670";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO BLANCO X 20";"020000";"0116";"503";
"003671";"CONVERSOL BCO X 0,900";"000900";"0141";"503";
"003672";"CONVERSOL AZUL X 0,900";"000900";"0141";"503";
"003673";"CONVERSOL NEGRO X 0,900";"000900";"0141";"503";
"003674";"CONVERSOL GRIS X 0,900";"000900";"0141";"503";
"003675";"CONVERSOL BEIGE X 0,900";"000900";"0141";"503";
"003676";"CONVERSOL VERDE X 0,900";"000900";"0141";"503";
"003677";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO TEJA X  1";"001001";"0116";"503";
"003678";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO TEJA X  4";"004000";"0116";"503";
"003679";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO TEJA X 10";"010000";"0116";"503";
"003680";"IMPERMEABILIZANTE PARA TECHOS THERMOCONTROL FIBRADO TEJA X 20";"020000";"0116";"503";
"003681";"CONVERSOL BCO X 3,600";"003600";"0141";"503";
"003682";"CONVERSOL AZUL X 3,600";"003600";"0141";"503";
"003683";"CONVERSOL NEGRO X 3,600";"003600";"0141";"503";
"003684";"CONVERSOL GRIS X 3,600";"003600";"0141";"503";
"003685";"CONVERSOL BEIGE X 3,600";"003600";"0141";"503";
"003686";"CONVERSOL VERDE X 3,600";"003600";"0141";"503";
"003687";"PARCHE PLASTICO ZEOCAR X 0,190 (17)";"000191";"0157";"503";
"003688";"PARCHE PLASTICO ZEOCAR X 0,500 (16)";"000501";"0157";"503";
"003689";"PARCHE PLASTICO ZEOCAR X 1 (18)";"001003";"0157";"503";
"003690";"PARCHE PLASTICO ZEOCAR X 4 (19)";"004001";"0157";"503";
"003691";"CONVERSOL BCO X 18,000";"018000";"0141";"503";
"003692";"CONVERSOL AZUL X 18,000";"018000";"0141";"503";
"003693";"CONVERSOL NEGRO X 18,000";"018000";"0141";"503";
"003694";"CONVERSOL GRIS X 18,000";"018000";"0141";"503";
"003695";"CONVERSOL BEIGE X 18,000";"018000";"0141";"503";
"003696";"CONVERSOL VERDE X 18,000";"018000";"0141";"503";
"003697";"LATEX INTERIOR COLORIN TITANIO PRO BLANCO X  4";"004000";"0116";"503";
"003698";"LATEX INTERIOR COLORIN TITANIO PRO BLANCO X 10";"010000";"0116";"503";
"003699";"LATEX INTERIOR COLORIN TITANIO PRO BLANCO X 20";"020000";"0116";"503";
"003700";"ALBAVIAL ACRILICO SOLVENTE BLANCO X  4";"004000";"0110";"503";
"003701";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION BCO X 4";"004000";"0152";"503";
"003702";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION BERMELLON X 4";"004000";"0152";"503";
"003703";"PANO MICROFIBRAS DOBLE A 40X50CM";"001000";"0102";"503";
"003704";"ALBAVIAL ACRILICO SOLVENTE BLANCO X 18";"018000";"0110";"503";
"003705";"DESOXIDANTE ZEOCAR X  0,950 (09)";"000950";"0157";"503";
"003706";"DESOXIDANTE ZEOCAR X  5 (10)";"005000";"0157";"503";
"003707";"DESOXIDANTE ZEOCAR X 20 (11)";"020000";"0157";"503";
"003708";"ALBAVIAL ACRILICO SOLVENTE AMARILLO X  4";"004000";"0110";"503";
"003709";"ALBAVIAL ACRILICO SOLVENTE AMARILLO X 18";"018000";"0111";"503";
"003710";"COLORANTE CONCENTRADO SINTEPLAST I MARRON X 1";"001001";"0151";"503";
"003711";"COLORANTE CONCENTRADO SINTEPLAST KX BLANCO X 1";"001001";"0151";"503";
"003712";"COLORANTE CONCENTRADO SINTEPLAST L MARRON OSCURO X 1";"001001";"0151";"503";
"003713";"COLORANTE CONCENTRADO SINTEPLAST R ROJO X 1";"001001";"0151";"503";
"003714";"COLORANTE CONCENTRADO SINTEPLAST T AMARILLO X 1";"001001";"0151";"503";
"003715";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION NEGRO X 4";"004000";"0152";"503";
"003716";"COLORANTE CONCENTRADO SINTEPLAST V MAGENTA X 1";"001001";"0151";"503";
"003717";"COLORANTE CONCENTRADO SINTEPLAST M MAGENTA X 1";"001001";"0151";"503";
"003718";"ESMALTE PU HP 9400 MASSTONE RUST OLEUM X 3,785(9407405)";"003785";"0902";"503";
"003719";"PAD ESPUMA VERDE CORTE PULIDO 5,5";"001000";"0102";"503";
"003720";"PAD ESPUMA AZUL CORTE PULIDO 5,5";"001000";"0102";"503";
"003721";"PASO 1 COMPUESTO PULIDOR X 0,700";"001000";"0902";"503";
"003722";"PASO 2 LIQUIDO ABRILL. X 0,700";"001000";"0902";"503";
"003723";"PASO 3 BRILLO RAPIDO X 0,500";"000500";"0102";"503";
"003724";"PAD ESPUMA ROJO LUSTRE MANUAL";"001000";"0902";"503";
"003725";"ADAPTADOR ZEOCAR P/TALADRO M14 (102)";"001000";"0157";"503";
"003726";"ACTIVADOR EPOXI HP 9100 MASTIC RUST OLEUM X 3,785(357499)";"003785";"0158";"503";
"003727";"COLORANTE CONCENTRADO SINTEPLAST SS ROJO X 1";"001001";"0151";"503";
"003728";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BASE F X  0,900";"000900";"0108";"503";
"003729";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BASE P X  0,900";"000900";"0108";"503";
"003730";"ESMALTE SINTETICO TERSUAVE DOBLE ACCION VERDE INGLES X 4";"004000";"0152";"503";
"003731";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BASE T X  0,900";"000900";"0108";"503";
"003732";"LATEX INTERIOR RECUPLAST SATINADO BASE BLANCO/PASTEL X  1";"001001";"0151";"503";
"003733";"LATEX INTERIOR RECUPLAST SATINADO BASE BLANCO/PASTEL X  4";"004000";"0151";"503";
"003734";"LATEX INTERIOR RECUPLAST SATINADO BASE BLANCO/PASTEL X 10";"010000";"0151";"503";
"003735";"LATEX INTERIOR RECUPLAST SATINADO BASE BLANCO/PASTEL X 20";"020000";"0151";"503";
"003736";"LATEX INTERIOR RECUPLAST SATINADO BASE TINT X 0,970";"000970";"0151";"503";
"003737";"LATEX INTERIOR RECUPLAST SATINADO BASE TINT X 3,880";"003880";"0151";"503";
"003738";"LATEX INTERIOR RECUPLAST SATINADO BASE DEEP X 0,940";"000940";"0151";"503";
"003739";"LATEX INTERIOR RECUPLAST SATINADO BASE DEEP X 3.750";"003750";"0151";"503";
"003740";"LATEX INTERIOR RECUPLAST SATINADO BASE ACCENT X 0,910";"000910";"0151";"503";
"003741";"LATEX INTERIOR RECUPLAST SATINADO BASE ACCENT X 3,620";"003620";"0151";"503";
"003742";"DILUYENTE POLIACRILICO TERSUAVE X 0,500";"000500";"0164";"503";
"003743";"ACTIVADOR EPOXI CS 6500 100% SOLIDO RUST OLEUM X 1,43(357508)";"001430";"0158";"503";
"003744";"IMPREGNANTE PARA MADERA CETOL BALANCE CLASSIC BRILLANTE CAOBA X 10";"010000";"0105";"503";
"003745";"IMPREGNANTE PARA MADERA CETOL BALANCE CLASSIC BRILLANTE CEDRO X 10";"010000";"0105";"503";
"003746";"IMPREGNANTE PARA MADERA CETOL BALANCE CLASSIC BRILLANTE CRISTAL X 10";"010000";"0105";"503";
"003747";"IMPREGNANTE PARA MADERA CETOL BALANCE CLASSIC BRILLANTE NATURAL X 10";"010000";"0105";"503";
"003748";"IMPREGNANTE PARA MADERA CETOL BALANCE CLASSIC BRILLANTE NOGAL X 10";"010000";"0105";"503";
"003749";"IMPREGNANTE PARA MADERA CETOL BALANCE CLASSIC BRILLANTE ROBLE X 10";"010000";"0105";"503";
"003750";"ESMALTE SINTETICO SINTEPLAST MATE BLANCO X  0,500";"000500";"0150";"503";
"003751";"ESMALTE SINTETICO SINTEPLAST MATE BLANCO X  1";"001001";"0150";"503";
"003752";"ESMALTE SINTETICO SINTEPLAST MATE BLANCO X  4";"004000";"0150";"503";
"003753";"ESMALTE SINTETICO SINTEPLAST MATE BLANCO X 20";"020000";"0150";"503";
"003754";"ESMALTE AL AGUA RECUPLAST BRILLANTE BASE TINT X 1";"001001";"0151";"503";
"003755";"ESMALTE AL AGUA RECUPLAST BRILLANTE BASE TINT X 4";"004000";"0151";"503";
"003756";"ESMALTE AL AGUA RECUPLAST BRILLANTE BASE DEEP X 1";"001001";"0151";"503";
"003757";"ESMALTE AL AGUA RECUPLAST BRILLANTE BASE DEEP X 4";"004000";"0151";"503";
"003758";"ESMALTE AL AGUA RECUPLAST BRILLANTE BASE ACCENT X 1";"001001";"0151";"503";
"003759";"ESMALTE AL AGUA RECUPLAST BRILLANTE BASE ACCENT X 4";"004000";"0151";"503";
"003760";"ESMALTE SINTETICO SINTEPLAST MATE NEGRO X 0,250";"000250";"0150";"503";
"003761";"ESMALTE SINTETICO SINTEPLAST MATE NEGRO X 0,500";"000500";"0150";"503";
"003762";"ESMALTE SINTETICO SINTEPLAST MATE NEGRO X 1";"001001";"0150";"503";
"003763";"ESMALTE SINTETICO SINTEPLAST MATE NEGRO X 4";"004000";"0150";"503";
"003764";"AEROSOL RUST-OLEUM MP METALICO NEGRO NOCHE X 0,312(272053)";"000312";"0146";"503";
"003765";"DRAGER-MASCARA X-PLORE 5500";"001000";"0143";"503";
"003766";"DRAGER FILM PROTECTOR P/MASCARA X-PLORE 5500 X 25";"001000";"0902";"503";
"003767";"MAMELUCO LIVIANO BLANCO 60GR(M60BL)";"001000";"0165";"503";
"003768";"FILM PLASTICO CUBRE COCHE 4X150";"001000";"0156";"503";
"003769";"FILM PLASTICO CUBRE COCHE 4X300";"001000";"0156";"503";
"003770";"FILM PLASTICO CUBRE COCHE 5X120 ESP.SUV";"001000";"0156";"503";
"003771";"CARRO DISPENSADOR DE ROLLO FILM";"001000";"0156";"503";
"003772";"SOPORTE MAGNETICO P/ 2 PISTOLAS";"001000";"0156";"503";
"003773";"JUEGO ESPATULAS METALICAS PARA MASILLAR X 4 (DISCONTINUADO)";"001000";"0156";"503";
"003774";"HIDROLAVADORA A PRESION - 1800 W - 6,5";"001000";"0902";"501";
"003775";"PULIDORA 3D ROTATIVA C/BACKING PLATE (L-36)";"001000";"0191";"501";
"003776";"IMPERMEABILIZANTE PARA FRENTES Y MUROS TERSUAVE BASE W X  0,900";"000900";"0154";"503";
"003777";"IMPERMEABILIZANTE PARA FRENTES Y MUROS TERSUAVE BASE W X  3,600";"003600";"0154";"503";
"003778";"IMPERMEABILIZANTE PARA FRENTES Y MUROS TERSUAVE BASE W X  9,000";"009000";"0154";"503";
"003779";"IMPERMEABILIZANTE PARA FRENTES Y MUROS TERSUAVE BASE W X 18,000";"018000";"0154";"503";
"003780";"LACA PARA PISO DE CEMENTO RECUFLOOR HIDROLACA X 1";"001001";"0150";"503";
"003781";"LACA PARA PISO DE CEMENTO RECUFLOOR HIDROLACA X 5";"005000";"0150";"503";
"003782";"MASILLA PARA YESO TERSUAVE X  6";"006000";"0152";"503";
"003783";"MASILLA PARA YESO TERSUAVE X 16";"016000";"0152";"503";
"003784";"MASILLA PARA YESO TERSUAVE X 32";"032001";"0152";"503";
"003785";"REVESTIMIENTO TEXTURADO RECUPLAST GRANIT HUMO X  6";"006000";"0150";"503";
"003786";"REVESTIMIENTO TEXTURADO RECUPLAST GRANIT HUMO X 30";"030000";"0150";"503";
"003787";"MAMELUCO MICROPERFORADO RESPIRABLE BLANCO 60G #XL(MR60XL)";"001000";"0165";"503";
"003788";"MAMELUCO MICROPERFORADO RESPIRABLE BLANCO 60G #XXL(MR60XXL)";"001000";"0165";"503";
"003789";"AEROSOL RUST-OLEUM US 1600 INVERTIDO AGUA AZUL REAL BRILLANTE X 0,482(318193)";"000482";"0158";"503";
"003790";"AEROSOL RUST-OLEUM US 1600 INVERTIDO AGUA  AMARILLO BRILLANTE X 0,482(206045)";"000482";"0158";"503";
"003791";"AEROSOL RUST-OLEUM US 1800 INVERTIDO AGUA ROJO SEG MATE X 0,482(203038)";"000482";"0158";"503";
"003792";"AEROSOL RUST-OLEUM US 1600 INVERTIDO AGUA BLANCO SATINADO X 0,482(206043)";"000482";"0158";"503";
"003793";"EPOXI 100% SOLIDOS CS 6500 RUST OLEUM TRANSPARENTE X 2,34 (357509)";"002340";"0158";"503";
"003794";"3D BOLSO MULTIUSO P/HERRAMIENTAS (J-073D)";"001000";"0902";"503";
"003795";"PIEDRA PARA RECOLECCION DE PELOS 3D (M-20S)";"001000";"0191";"503";
"003796";"CINTA AUTOMOTOR DOBLE A ULTRA (C974) 18MM X 40M";"001000";"0102";"503";
"003797";"CINTA AUTOMOTOR DOBLE A ULTRA (C974) 24MM X 40M";"001000";"0102";"503";
"003798";"CINTA AUTOMOTOR DOBLE A ULTRA (C974) 48MM X 40M";"001000";"0102";"503";
"003799";"MINI ANDAMIO EQUUS";"001000";"0161";"503";
"003800";"CR-338 VERMEHO OXIDO REDUZIDO X 1";"001001";"0132";"503";
"003801";"CR-377 ESVERDEADO REDUZIDO X 1";"001001";"0132";"503";
"003802";"REVESTIMIENTO TEXTURADO TERPLAST MICACEO BLANCO X  6";"006000";"0152";"503";
"003803";"REVESTIMIENTO TEXTURADO TERPLAST MICACEO BLANCO X 25";"030000";"0152";"503";
"003804";"FONDO CONVERTIDOR DE OXIDO TERSUAVE MATE BLANCO X 20";"020000";"0152";"503";
"003805";"FONDO CONVERTIDOR DE OXIDO TERSUAVE MATE GRIS X 20";"020000";"0152";"503";
"003806";"NITRO COL.LILA 422 FIAT X0,125";"000130";"0117";"503";
"003807";"FONDO CONVERTIDOR DE OXIDO TERSUAVE MATE NEGRO X 20";"020000";"0152";"503";
"003808";"CX-10 3B EFEITO PRATA CRISTAL X 0 33";"000330";"0132";"503";
"003809";"FONDO CONVERTIDOR DE OXIDO TERSUAVE MATE ROJO X 20";"020000";"0152";"503";
"003810";"LACA POLIACRILICA TERSUAVE BRILLANTE X 1";"001001";"0152";"503";
"003811";"LACA POLIACRILICA TERSUAVE BRILLANTE X 4";"004000";"0152";"503";
"003812";"PINTURA PARA PILETA RESOL AL SOLVENTE CELESTE TRAFUL X 4";"004000";"0141";"503";
